,Player,PA,Yds Allow,TO,FL,Def Int,Pen,EXP,Year,Tm,Pos,PR TD,KR TD,FblTD,IntTD,Sfty,Short FGA,Short FGM,Reg FGA,Reg FGM,Med FGA,Med FGM,Long FGA,Long FGM,Deep FGA,Deep FGM,XPA,XPM
645,Ka'imi Fairbairn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,HOU,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,10.0,8.0,7.0,6.0,4.0,3.0,35.0,32.0
646,Aldrick Rosas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,NYG,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,5.0,3.0,9.0,4.0,3.0,3.0,23.0,20.0
647,Cody Parkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,MIA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,8.0,8.0,7.0,6.0,2.0,1.0,29.0,26.0
648,Patrick Murray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TAM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,8.0,8.0,5.0,4.0,5.0,2.0,22.0,21.0
649,Giorgio Tavecchio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,OAK,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,7.0,5.0,5.0,3.0,4.0,3.0,34.0,33.0
650,Randy Bullock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CIN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,8.0,7.0,5.0,4.0,1.0,1.0,33.0,31.0
651,Dan Bailey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,DAL,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0,3.0,28.0,26.0
652,Zane Gonzalez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CLE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,4.0,6.0,4.0,3.0,2.0,26.0,25.0
653,Josh Lambo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,JAX,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,11.0,11.0,5.0,4.0,2.0,2.0,24.0,22.0
654,Mason Crosby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,GNB,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,4.0,2.0,4.0,4.0,3.0,1.0,35.0,33.0
655,Dustin Hopkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,WAS,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,7.0,2.0,2.0,5.0,4.0,2.0,0.0,19.0,18.0
656,Connor Barth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CHI,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,9.0,5.0,2.0,1.0,17.0,17.0
657,Jason Myers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,JAX,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,2.0,5.0,5.0,3.0,0.0,17.0,15.0
658,Nick Rose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2TM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.0,3.0,2.0,1.0,2.0,1.0,26.0,23.0
659,Nick Novak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,LAC,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,4.0,2.0,0.0,2.0,1.0,18.0,17.0
660,Mike Nugent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2TM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0,5.0,4.0,1.0,1.0,17.0,15.0
661,Nick Folk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TAM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,9.0,7.0
662,Travis Coons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,LAC,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,6.0,5.0
663,Younghoe Koo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,LAC,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,9.0,9.0
664,Cairo Santos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2TM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,14.0,14.0
665,Sam Ficken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,LAR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
666,Caleb Sturgis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,PHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
667,Jeff Heath,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,DAL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
668,Drew Kaser,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,LAC,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
669,Marshall Koehn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CIN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
670,Matthew Bosher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,ATL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
671,Bradley Pinion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,SFO,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
672,Rigoberto Sanchez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,IND,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,Sam Martin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,DET,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674,Jeff Locke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,DET,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
675,Kamu Grugier-Hill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,PHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
676,Pat O'Donnell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
677,Riley Dixon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,DEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,Jon Ryan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,SEA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,Britton Colquitt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CLE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680,Dustin Colquitt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,KAN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
681,Lac Edwards,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,NYJ,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
682,Shane Lechler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,HOU,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683,Andy Lee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,ARI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684,Thomas Morstead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,NOR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,Ryan Quigley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,MIN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
686,Kasey Redfern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,DET,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,Tress Way,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,WAS,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
688,Ka'imi Fairbairn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,HOU,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,9.0,11.0,11.0,15.0,12.0,6.0,4.0,41.0,39.0
689,Justin Tucker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,BAL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,9.0,9.0,11.0,9.0,7.0,5.0,37.0,36.0
690,Mason Crosby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,GNB,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,11.0,10.0,15.0,11.0,7.0,5.0,36.0,34.0
691,Jason Myers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,NYJ,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,14.0,13.0,11.0,10.0,7.0,6.0,33.0,30.0
692,Brett Maher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,DAL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,8.0,6.0,11.0,7.0,7.0,6.0,33.0,32.0
693,Robbie Gould,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,SFO,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,13.0,13.0,10.0,9.0,2.0,2.0,29.0,27.0
694,Aldrick Rosas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,NYG,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,13.0,13.0,6.0,6.0,5.0,4.0,32.0,31.0
695,Stephen Gostkowski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,NWE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10.0,10.0,6.0,4.0,5.0,2.0,50.0,49.0
696,Matt Prater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,DET,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,12.0,12.0,7.0,5.0,5.0,3.0,30.0,30.0
697,Greg Zuerlein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,LAR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,10.0,10.0,6.0,4.0,6.0,4.0,36.0,35.0
698,Jake Elliott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,PHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,11.0,10.0,8.0,7.0,5.0,2.0,35.0,33.0
699,Wil Lutz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,NOR,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,9.0,9.0,12.0,11.0,3.0,2.0,53.0,52.0
700,Cody Parkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,CHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,10.0,7.0,12.0,9.0,2.0,1.0,45.0,42.0
701,Ryan Succop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,TEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,13.0,13.0,7.0,5.0,4.0,3.0,31.0,28.0
702,Dustin Hopkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,WAS,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,7.0,7.0,12.0,10.0,5.0,4.0,26.0,25.0
703,Dan Bailey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,MIN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,11.0,11.0,9.0,4.0,2.0,1.0,31.0,30.0
704,Stephen Hauschka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,BUF,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,8.0,10.0,7.0,7.0,4.0,26.0,25.0
705,Harrison Butker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,KAN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,7.0,7.0,7.0,6.0,4.0,2.0,69.0,65.0
706,Sebastian Janikowski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,SEA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,11.0,9.0,9.0,8.0,5.0,3.0,51.0,48.0
707,Adam Vinatieri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,IND,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,7.0,6.0,6.0,5.0,6.0,4.0,47.0,44.0
708,Brandon McManus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,DEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,2.0,35.0,35.0
709,Randy Bullock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,CIN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,7.0,6.0,6.0,5.0,2.0,41.0,39.0
710,Matt Bryant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,ATL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,5.0,7.0,7.0,5.0,4.0,35.0,33.0
711,Daniel Carlson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,2TM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,3.0,12.0,9.0,3.0,3.0,24.0,24.0
712,Josh Lambo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,JAX,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,8.0,4.0,3.0,5.0,4.0,20.0,19.0
713,Chris Boswell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,PIT,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,4.0,10.0,5.0,1.0,1.0,48.0,43.0
714,Jason Sanders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,MIA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,3.0,3.0,9.0,7.0,1.0,1.0,36.0,35.0
715,Chandler Catanzaro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,2TM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10.0,9.0,3.0,0.0,3.0,3.0,35.0,30.0
716,Greg Joseph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,CLE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,7.0,7.0,5.0,2.0,1.0,29.0,25.0
717,Cairo Santos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,2TM,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,6.0,6.0,6.0,3.0,1.0,0.0,23.0,22.0
718,Graham Gano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,CAR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,33.0,30.0
719,Michael Badgley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,LAC,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,1.0,28.0,27.0
720,Zane Gonzalez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,2TM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,4.0,2.0,5.0,2.0,11.0,8.0
721,Caleb Sturgis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,LAC,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,6.0,3.0,1.0,0.0,15.0,9.0
722,Matthew McCrane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,3TM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,5.0,3.0,2.0,0.0,9.0,9.0
723,Phil Dawson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,ARI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,15.0,15.0
724,Mike Nugent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,OAK,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,5.0,4.0
725,Giorgio Tavecchio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,ATL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,8.0,8.0
726,Kai Forbath,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,JAX,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0
727,Sam Ficken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,LAR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,10.0
728,Johnny Hekker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,LAR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
729,Matthew Bosher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,ATL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730,Rigoberto Sanchez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,IND,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
731,Bradley Pinion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,SFO,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,Sam Martin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,DET,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
733,Logan Cooke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,JAX,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
734,Michael Dickson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,SEA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
735,Thomas Morstead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,NOR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736,Bryan Anger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,TAM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737,Daren Bates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,TEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
738,Britton Colquitt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,CLE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
739,Dustin Colquitt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,KAN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
740,Lac Edwards,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,NYJ,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
741,Brett Kern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,TEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742,Andy Lee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,ARI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
743,JK Scott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,GNB,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744,Harrison Butker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,KAN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,8.0,14.0,14.0,6.0,3.0,48.0,45.0
745,Wil Lutz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,NOR,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,9.0,6.0,6.0,15.0,13.0,5.0,3.0,49.0,48.0
746,Matt Gay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,TAM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,7.0,5.0,14.0,11.0,8.0,5.0,48.0,43.0
747,Zane Gonzalez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,ARI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,13.0,12.0,8.0,5.0,2.0,2.0,35.0,34.0
748,Brandon McManus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,DEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,9.0,9.0,12.0,10.0,7.0,4.0,26.0,25.0
749,Josh Lambo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,JAX,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,9.0,9.0,9.0,8.0,4.0,4.0,20.0,19.0
750,Greg Zuerlein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,LAR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,8.0,7.0,11.0,5.0,7.0,5.0,42.0,42.0
751,Joey Slye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,CAR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,5.0,11.0,8.0,11.0,8.0,35.0,31.0
752,Robbie Gould,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,SFO,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,10.0,8.0,8.0,6.0,4.0,0.0,42.0,41.0
753,Matt Prater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,DET,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,3.0,2.0,9.0,6.0,8.0,7.0,36.0,35.0
754,Chris Boswell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,PIT,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,11.0,7.0,7.0,10.0,9.0,2.0,1.0,28.0,28.0
755,Randy Bullock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,CIN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,6.0,6.0,12.0,10.0,3.0,1.0,25.0,24.0
756,Brett Maher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,DAL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,8.0,6.0,5.0,1.0,8.0,4.0,36.0,36.0
757,Jason Sanders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,MIA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,9.0,8.0,9.0,5.0,5.0,3.0,30.0,29.0
758,Dustin Hopkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,WAS,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,9.0,8.0,10.0,8.0,3.0,2.0,22.0,21.0
759,Justin Tucker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,BAL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,9.0,9.0,11.0,10.0,1.0,1.0,59.0,57.0
760,Dan Bailey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,MIN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.0,9.0,7.0,5.0,3.0,3.0,44.0,40.0
761,Austin Seibert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,CLE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,9.0,9.0,12.0,9.0,2.0,1.0,35.0,30.0
762,Jason Myers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,SEA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,11.0,11.0,7.0,4.0,4.0,2.0,44.0,40.0
763,Stephen Hauschka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,BUF,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,8.0,7.0,10.0,9.0,5.0,1.0,32.0,30.0
