,Player,PA,Yds Allow,TO,FL,Def Int,Pen,EXP,Year,Tm,Pos,PR TD,KR TD,FblTD,IntTD,Sfty,Short FGA,Short FGM,Reg FGA,Reg FGM,Med FGA,Med FGM,Long FGA,Long FGM,Deep FGA,Deep FGM,XPA,XPM
525,Dan Bailey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,DAL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,10.0,10.0,7.0,6.0,6.0,5.0,25.0,25.0
526,Travis Coons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,CLE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10.0,10.0,9.0,7.0,2.0,0.0,24.0,22.0
527,Chandler Catanzaro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,ARI,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,12.0,9.0,9.0,7.0,6.0,2.0,0.0,58.0,53.0
528,Stephen Hauschka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,SEA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,7.0,7.0,9.0,7.0,6.0,6.0,44.0,40.0
529,Jason Myers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,JAX,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,8.0,8.0,8.0,6.0,4.0,3.0,39.0,32.0
530,Greg Zuerlein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,STL,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,10.0,9.0,8.0,5.0,9.0,3.0,28.0,26.0
531,Mike Nugent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,CIN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,5.0,13.0,10.0,3.0,2.0,49.0,48.0
532,Dustin Hopkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,WAS,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,9.0,9.0,8.0,7.0,4.0,2.0,40.0,39.0
533,Mason Crosby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,GNB,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,7.0,4.0,4.0,11.0,8.0,5.0,4.0,36.0,36.0
534,Connor Barth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,TAM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,8.0,8.0,6.0,3.0,5.0,3.0,26.0,25.0
535,Dan Carpenter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,BUF,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,9.0,8.0,8.0,7.0,5.0,3.0,40.0,34.0
536,Adam Vinatieri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,IND,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,6.0,6.0,8.0,8.0,5.0,4.0,35.0,32.0
537,Phil Dawson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,SFO,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,6.0,6.0,8.0,6.0,3.0,3.0,21.0,20.0
538,Sebastian Janikowski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,OAK,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,6.0,5.0,8.0,5.0,5.0,4.0,39.0,38.0
539,Matt Prater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,DET,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,9.0,8.0,6.0,6.0,6.0,5.0,39.0,36.0
540,Randy Bullock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,2TM,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,6.0,6.0,11.0,8.0,1.0,0.0,25.0,22.0
541,Caleb Sturgis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,PHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10.0,8.0,4.0,4.0,4.0,2.0,37.0,35.0
542,Nick Novak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,HOU,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,4.0,4.0,5.0,2.0,31.0,29.0
543,Matt Bryant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,ATL,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,4.0,3.0,9.0,6.0,0.0,0.0,26.0,26.0
544,Andrew Franks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,MIA,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,4.0,4.0,6.0,4.0,2.0,1.0,36.0,33.0
545,Ryan Succop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,TEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,7.0,7.0,3.0,1.0,31.0,29.0
546,Nick Folk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,NYJ,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,6.0,6.0,3.0,2.0,2.0,19.0,19.0
547,Kai Forbath,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,2TM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,3.0,5.0,3.0,3.0,2.0,35.0,34.0
548,Zach Hocker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,2TM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,5.0,3.0,1.0,2.0,1.0,13.0,12.0
549,Shayne Graham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,ATL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,8.0,8.0
550,Kyle Brindza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,TAM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,3.0,1.0,4.0,2.0,8.0,6.0
551,Josh Scobee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,PIT,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,7.0,3.0,0.0,0.0,7.0,6.0
552,Cody Parkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,PHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,7.0,7.0
553,Ryan Quigley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,NYJ,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
554,Jordan Gay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,BUF,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
555,Pat McAfee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,IND,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
556,Matthew Bosher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,ATL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,Sam Martin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,DET,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,Bradley Pinion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,SFO,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
559,Thomas Morstead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,NOR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560,Matt Darr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,MIA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,Nate Ebner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,NWE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
562,Johnny Hekker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,STL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563,Marquette King,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,OAK,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564,Tress Way,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,WAS,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,Britton Colquitt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,DEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,Jeff Locke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,MIN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,Tim Masthay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,GNB,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,Brad Nortman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,CAR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,Jon Ryan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,SEA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,Mike Scifres,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,SDG,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571,Dustin Hopkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,WAS,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,14.0,12.0,9.0,7.0,7.0,3.0,39.0,36.0
572,Caleb Sturgis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,PHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,12.0,11.0,7.0,6.0,4.0,31.0,30.0
573,Nick Novak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,HOU,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,12.0,11.0,11.0,11.0,8.0,6.0,3.0,25.0,22.0
574,Justin Tucker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,BAL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,11.0,10.0,14.0,14.0,10.0,10.0,27.0,27.0
575,Graham Gano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,CAR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,11.0,9.0,17.0,14.0,6.0,3.0,34.0,31.0
576,Matt Bryant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,ATL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,8.0,7.0,9.0,9.0,8.0,6.0,57.0,56.0
577,Stephen Hauschka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,SEA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,13.0,13.0,10.0,8.0,1.0,1.0,35.0,29.0
578,Matt Prater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,DET,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,4.0,14.0,10.0,7.0,7.0,33.0,31.0
579,Sebastian Janikowski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,OAK,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,9.0,6.0,6.0,11.0,10.0,8.0,3.0,39.0,37.0
580,Cairo Santos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,KAN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,17.0,15.0,7.0,6.0,2.0,2.0,39.0,36.0
581,Wil Lutz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,NOR,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,7.0,11.0,9.0,8.0,8.0,7.0,3.0,50.0,49.0
582,Brandon McManus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,DEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,10.0,10.0,9.0,7.0,6.0,3.0,33.0,32.0
583,Jason Myers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,JAX,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,3.0,11.0,10.0,12.0,7.0,32.0,29.0
584,Stephen Gostkowski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,NWE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,6.0,10.0,9.0,4.0,3.0,49.0,46.0
585,Dan Bailey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,DAL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,8.0,8.0,9.0,7.0,6.0,3.0,46.0,46.0
586,Josh Lambo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,SDG,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,14.0,13.0,8.0,6.0,3.0,0.0,46.0,42.0
587,Adam Vinatieri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,IND,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,7.0,7.0,12.0,10.0,9.0,7.0,44.0,44.0
588,Roberto Aguayo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,TAM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,15.0,13.0,10.0,4.0,1.0,0.0,34.0,32.0
589,Nick Folk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,NYJ,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,11.0,10.0,3.0,3.0,4.0,2.0,26.0,24.0
590,Mason Crosby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,GNB,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,14.0,12.0,7.0,6.0,2.0,1.0,47.0,44.0
591,Mike Nugent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,CIN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,10.0,9.0,7.0,5.0,3.0,0.0,29.0,23.0
592,Chandler Catanzaro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,ARI,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,5.0,7.0,6.0,8.0,6.0,6.0,3.0,47.0,43.0
593,Dan Carpenter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,BUF,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,8.0,5.0,5.0,9.0,4.0,2.0,1.0,45.0,40.0
594,Chris Boswell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,PIT,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,9.0,8.0,12.0,11.0,2.0,0.0,36.0,36.0
595,Cody Parkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,CLE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,12.0,7.0,1.0,1.0,21.0,20.0
596,Ryan Succop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,TEN,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,5.0,5.0,8.0,8.0,5.0,3.0,41.0,39.0
597,Connor Barth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,CHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,8.0,7.0,4.0,3.0,3.0,1.0,32.0,31.0
598,Greg Zuerlein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,LAR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,9.0,9.0,4.0,3.0,4.0,2.0,23.0,23.0
599,Andrew Franks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,MIA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,6.0,6.0,3.0,1.0,2.0,1.0,42.0,41.0
600,Phil Dawson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,SFO,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,6.0,6.0,9.0,7.0,2.0,1.0,34.0,33.0
601,Blair Walsh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,MIN,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,5.0,6.0,4.0,2.0,1.0,19.0,15.0
602,Kai Forbath,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,MIN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,14.0,11.0
603,Josh Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,NYG,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,0.0,9.0,9.0
604,Robbie Gould,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,NYG,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,4.0,4.0,0.0,0.0,23.0,20.0
605,Randy Bullock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,3TM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,3.0,2.0,0.0,0.0,10.0,9.0
606,Patrick Murray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,CLE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0
607,Matthew Bosher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,ATL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,Pat McAfee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,IND,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,Sam Martin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,DET,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,Bradley Pinion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,SFO,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,Matt Wile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,2TM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,Bryan Anger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,TAM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,Britton Colquitt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,CLE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,Riley Dixon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,DEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,Brian Peters,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,HOU,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,Kevin Huber,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,CIN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,Drew Kaser,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,SDG,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,Brett Kern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,TEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
619,Sam Koch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,BAL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,Andy Lee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,CAR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,Brad Nortman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,JAX,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,Pat O'Donnell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,CHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,Jon Ryan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,SEA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,Colton Schmidt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,BUF,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,Brad Wing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,NYG,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626,Ryan Succop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,7.0,7.0,20.0,16.0,5.0,2.0,33.0,31.0
627,Harrison Butker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,KAN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,17.0,16.0,12.0,10.0,5.0,4.0,28.0,28.0
628,Robbie Gould,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,SFO,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,11.0,11.0,18.0,17.0,4.0,4.0,30.0,28.0
629,Stephen Gostkowski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,NWE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,9.0,9.0,11.0,8.0,4.0,4.0,47.0,45.0
630,Greg Zuerlein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,LAR,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,8.0,12.0,11.0,12.0,12.0,7.0,6.0,46.0,44.0
631,Phil Dawson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,ARI,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,7.0,14.0,10.0,13.0,10.0,5.0,4.0,26.0,23.0
632,Matt Bryant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,ATL,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,13.0,10.0,10.0,9.0,9.0,8.0,35.0,35.0
633,Chris Boswell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,PIT,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,14.0,12.0,10.0,9.0,4.0,4.0,39.0,37.0
634,Kai Forbath,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,MIN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,14.0,12.0,7.0,6.0,9.0,6.0,39.0,34.0
635,Justin Tucker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,BAL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,11.0,11.0,12.0,11.0,7.0,5.0,39.0,39.0
636,Wil Lutz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,NOR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,4.0,16.0,13.0,5.0,4.0,50.0,47.0
637,Matt Prater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,DET,K,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,10.0,10.0,8.0,7.0,11.0,7.0,41.0,40.0
638,Adam Vinatieri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,IND,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10.0,7.0,7.0,6.0,6.0,5.0,24.0,22.0
639,Stephen Hauschka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,BUF,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,9.0,9.0,9.0,7.0,9.0,7.0,29.0,29.0
640,Brandon McManus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,DEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,12.0,11.0,6.0,4.0,6.0,3.0,27.0,27.0
641,Jake Elliott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,PHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,7.0,4.0,13.0,12.0,6.0,5.0,42.0,39.0
642,Graham Gano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CAR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,11.0,11.0,10.0,10.0,1.0,0.0,37.0,34.0
643,Chandler Catanzaro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,NYJ,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,4.0,4.0,17.0,12.0,2.0,2.0,29.0,29.0
644,Blair Walsh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,SEA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,10.0,7.0,12.0,8.0,1.0,0.0,38.0,37.0
